scientificName,Article,Article_secondary_same_data,Evidence_category,Evidence_effect,Evidence_method,Study_rodent_final,Exclude_row,Sample_size_greater_than_1,Predation_type,Sample_size_nests_monitored,Hypothesis_supported,Percent_nests_or_individuals_predated,Predator_and_prey_population_data,Experiment_control_site_or_spatial_variation,Note_experiment_sample_size,Experiment_confounding_variables_included,Experiment_BACI,Study_location,Latitude,Longitude,Island_name,Archipelago,Region,Country,Study_notes,Study_ID,Reported_study_rodent,Study_rodent_notes,key
Zenaida graysoni,BirdLife International. 2020. Zenaida graysoni. The IUCN Red List of Threatened Species 2020: e.T22690740A178409463. https://dx.doi.org/10.2305/IUCN.UK.2020-3.RLTS.T22690740A178409463.en. Accessed on 20 January 2024.,NA,Predation,Predation,Predation,Mus musculus,,,Chicks,NA,1,,0,NA,NA,NA,NA,Revillagigedo Islands,18.797999999999998,-110.97539999999999,revillagigedo,Revillagigedo Archipelago,Pacific Ocean - North East,Mexico,"""mice remain an issue on the island and must be removed due to their predation of dove chicks (J. Lowen in litt. 2020)""",438,Mus musculus,,Zenaida graysoni_Mus musculus
Zosterops albogularis,BirdLife International. 2018. Zosterops albogularis. The IUCN Red List of Threatened Species 2018: e.T22714229A130968395. https://dx.doi.org/10.2305/IUCN.UK.2018-2.RLTS.T22714229A130968395.en. Accessed on 03 December 2023.,NA,Population,Abundance,Timing,Rattus rattus,,,NA,NA,1,,0,NA,NA,NA,NA,Norfolk Island,-29.040800000000001,167.9547,norfolk,Norfolk Islands,Pacific Ocean - South West,Australia,"""There have been a number of other reports during 1978-2005, however a three-week survey in 2009 failed to find the species and estimated a 90% chance that the species is functionally extinct .... The principal threat is probably predation by black rat Rattus rattus, which is thought to have been introduced in the mid-1940s.""",443,Rattus rattus,,Zosterops albogularis_Rattus rattus
Zosterops chloronothos,"Nichols, R.K., Woolaver, L.G. and Jones, C.G., 2005. Breeding biology of the endangered Mauritius Olive White-eye Zosterops chloronothos. Ostrich, 76(1&2), pp.1-7.",NA,Predation,Predation,Predation,Rattus rattus,,,"Eggs, chicks",6,1,83,0,NA,NA,NA,NA,"Black River Gorges National Park, Mauritius",-20.426400000000001,57.450899999999997,mauritius,Mauritius Islands,Indian Ocean - West,Mauritius,"""Four nests, all with nestlings less than five days old, were emptied but intact which is consistent with nest predation by the highly arboreal Ship Rat Rattus rattus on Mauritius... The other nest was predated during incubation with one egg having been eaten along the longitudinal axis and with several smaller pieces of eggshell being found below the intact nest, all of which is consistent with egg predation by R. rattus""",444,Rattus rattus,,Zosterops chloronothos_Rattus rattus
Zosterops chloronothos,"Maggs, G., Nicoll, M., Zuël, N., White, P.J., Winfield, E., Poongavanan, S., Tatayah, V., Jones, C.G. and Norris, K., 2015. Rattus management is essential for population persistence in a critically endangered passerine: Combining small-scale field experiments and population modelling. Biological Conservation, 191, pp.274-281.",NA,Lethal program,Reproductive success,Spatial,Rattus rattus,,,NA,NA,1,,0,NA,NA,NA,NA,"Black River Gorges National Park, Mauritius",-20.426400000000001,57.450899999999997,mauritius,Mauritius Islands,Indian Ocean - West,Mauritius,"""Rat management had a significant effect on [nestling survival rate] increasing survival from 85% with Control management to 93% and 98% with Trap and Poison management, respectively"". The study did measure effects of methods of killing rats on rat abundance: ""results of rat snap-trapping show that the presence of poison had a significant effect on rat abundance in September... with the average [catch per unit effort] reduced by 23% with Trap management compared with a reduction of 92% with Poison management"". Hoever since no data is provided linking rat abundance with any of the Z. chloronothos parameter, nor is data provided that could be linked in this way, the study is categorised as a lethal program study.",445,"Rattus rattus, Rattus norvegicus",,Zosterops chloronothos_Rattus rattus
Zosterops chloronothos,"Maggs, G., Nicoll, M., Zuël, N., White, P.J., Winfield, E., Poongavanan, S., Tatayah, V., Jones, C.G. and Norris, K., 2015. Rattus management is essential for population persistence in a critically endangered passerine: Combining small-scale field experiments and population modelling. Biological Conservation, 191, pp.274-281.",NA,Lethal program,Reproductive success,Spatial,Rattus norvegicus,,,NA,NA,1,,0,NA,NA,NA,NA,"Black River Gorges National Park, Mauritius",-20.426400000000001,57.450899999999997,mauritius,Mauritius Islands,Indian Ocean - West,Mauritius,"""Rat management had a significant effect on [nestling survival rate] increasing survival from 85% with Control management to 93% and 98% with Trap and Poison management, respectively"". The study did measure effects of methods of killing rats on rat abundance: ""results of rat snap-trapping show that the presence of poison had a significant effect on rat abundance in September... with the average [catch per unit effort] reduced by 23% with Trap management compared with a reduction of 92% with Poison management"". Hoever since no data is provided linking rat abundance with any of the Z. chloronothos parameter, nor is data provided that could be linked in this way, the study is categorised as a lethal program study.",445,"Rattus rattus, Rattus norvegicus",,Zosterops chloronothos_Rattus norvegicus
Zosterops modestus,BirdLife International. 2021. Zosterops modestus. The IUCN Red List of Threatened Species 2021: e.T22714018A177958015. Accessed on 19 January 2024.,NA,Population,Abundance,Timing,Rattus rattus,,,NA,NA,0,,0,NA,NA,NA,NA,Seychelles,-4.6642999999999999,55.365499999999997,conception,Seychelles,Indian Ocean - West,Seychelles,"Defined ""Threatened"" in 1988 and Critically Endangered 1994-2004, Endangered 2005-2015, Vulnerable since 2016. Black rats estbalished in 2015-2017",446,Rattus rattus,,Zosterops modestus_Rattus rattus
Zosterops modestus,BirdLife International. 2021. Zosterops modestus. The IUCN Red List of Threatened Species 2021: e.T22714018A177958015. Accessed on 19 January 2024.,NA,Population,Abundance,Temporal,Rattus rattus,,0,NA,NA,1,,1,NA,1,0,0,"Conception, Seychelles",-4.6642999999999999,55.365499999999997,conception,Seychelles,Indian Ocean - West,Seychelles,"""The population on Conception was estimated at c.275 (244-336) individuals in 1999, c.230 (189-266) in 2006, c.340 in 2009 (Rocamora and Labiche 2009) and c.310 individuals in 2014 (G. Rocamora in litt. 2019). In 2017 it was discovered that Black Rats Rattus rattus had colonised the island, probably about two years before in view of the rat distribution and abundance observed during visits. Subsequently, the population of Seychelles White-eye on Conception was almost eliminated, estimated at 10 to 15 individuals in late 2018 (G. Rocamora in litt. 2019, IBC-UniSey unpubl.; A Skerret, pers. comm., 2020).""",447,Rattus rattus,,Zosterops modestus_Rattus rattus
Zosterops modestus,BirdLife International. 2021. Zosterops modestus. The IUCN Red List of Threatened Species 2021: e.T22714018A177958015. Accessed on 19 January 2024.,NA,Population,Abundance,Timing,Rattus norvegicus,,,NA,NA,1,,0,NA,NA,NA,NA,"Conception, Seychelles",-4.6795999999999998,55.491999999999997,mahé,Seychelles,Indian Ocean - West,Seychelles,"""Conception was previously inhabited by R. norvegicus but an eradication operation was conducted in August 2007 (G. Rocamora in litt. 2007)."" Endangered status remained unchanged until 2016 but the number counted did increase until black rats arrived",448,Rattus norvegicus,,Zosterops modestus_Rattus norvegicus
Zosterops strenuus,BirdLife International. 2016. Zosterops strenuus. The IUCN Red List of Threatened Species 2016: e.T22714223A94406811. https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22714223A94406811.en. Accessed on 11 November 2023.,NA,Population,Abundance,Timing,Rattus rattus,,,NA,NA,1,,0,NA,NA,NA,NA,Lord Howe Island,-31.555299999999999,159.0821,lord howe,Lord Howe Islands,Pacific Ocean - South West,Australia,"""It was very common before 1918 (McAllan et al. 2004), with the last records coming from 1908 (Hull 1909), but it plummeted to extinction following the arrival of black rats Rattus rattus on the island (Hindwood 1940). It could not be found in 1928 (Sharland 1929).""",452,Rattus rattus,,Zosterops strenuus_Rattus rattus
Aerodramus bartschi,"Johnson, N.C., Haig, S.M., Mosher, S.M. and Hollenbeck, J.P., 2017. Reproductive success of Mariana Swiftlets (Aerodramus bartschi) on the Hawaiian island of O'ahu. Journal of Field Ornithology, 88(4), pp.362-373.",NA,Predation,Predation,Predation,Rattus rattus,,,Adults,478,1,3.56,0,NA,NA,NA,NA,O’ahu,21.4389,-158.0001,o‘ahu,Hawaiian Islands,Pacific Ocean - North East,United States,"Population introduced to O’ahu ""Predation by rats may have delayed the beginning of the 2006 breeding season (Fig. 1). Eighteen piles of swiftlet feathers were discovered in the tunnel on 6 March 2006. Chewed common guava (Psidium guajava) exocarps and rat scat near and in the feather piles confirmed that rats were the predators.""",14,Rattus,Rodent species assigned according to IUCN attribution,Aerodramus bartschi_Rattus rattus
Aerodramus bartschi,"Johnson, N.C., Haig, S.M., Mosher, S.M. and Hollenbeck, J.P., 2017. Reproductive success of Mariana Swiftlets (Aerodramus bartschi) on the Hawaiian island of O'ahu. Journal of Field Ornithology, 88(4), pp.362-373.",NA,Population,Reproductive success,Spatiotemporal,Rattus rattus,,1,NA,NA,0,,1,1,478,1,0,O’ahu,21.4389,-158.0001,o‘ahu,Hawaiian Islands,Pacific Ocean - North East,United States,"Population introduced to O’ahu ""Our top model suggested daily nest survival varied as a quadratic function of nest age (Table 3, Fig. 2)."" Rats were not included in top models (sample size = 478 nests so each nest is a ""site"")",15,Rattus,Rodent species assigned according to IUCN attribution,Aerodramus bartschi_Rattus rattus
Aerodramus bartschi,BirdLife International. 2016. Aerodramus bartschi. The IUCN Red List of Threatened Species 2016: e.T22728583A94990600. https://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T22728583A94990600.en. Accessed on 15 November 2023.,NA,Lethal program,Reproductive success,Temporal,Rattus rattus,,,NA,NA,1,,0,NA,NA,NA,NA,O’ahu,21.4389,-158.0001,o‘ahu,Hawaiian Islands,Pacific Ocean - North East,United States,"Population introduced to O’ahu ""The number of nesting pairs and fledglings on Oahu was lower in 2011 because rats invaded the nesting tunnel after rat control was interrupted (E. Vanderwerf in litt. 2012).""",16,Rattus,Rodent species assigned according to IUCN attribution,Aerodramus bartschi_Rattus rattus
Anas laysanensis,BirdLife International. 2018. Anas laysanensis. The IUCN Red List of Threatened Species 2018: e.T22680203A130697270. https://dx.doi.org/10.2305/IUCN.UK.2018-2.RLTS.T22680203A130697270.en. Accessed on 02 December 2023.,"VanderWerf, E. A. 2012. Hawaiian Bird Conservation Action Plan: NWHI Passerines. Honolulu, Hawaii http://large.stanford.edu/courses/2017/ph241/lewis1/docs/HBCAP_complete1.pdf",Population,Abundance,Timing,Rattus rattus,,,NA,NA,0,,0,NA,NA,NA,NA,Hawaii,19.898700000000002,-155.66589999999999,hawaiʻi,Hawaiian Islands,Pacific Ocean - North East,United States,"""Since the severe range contraction of the species from the main Hawaiian Islands after the introduction of rats"". Second REF: ""Fossil and subfossil evidence indicates that Laysan Ducks were widespread in the Hawaiian Islands prior to the arrival of rats (Rattus spp.) and occurred on Hawai‘i, Moloka‘i, O‘ahu, Maui, and Kaua‘i (USFWS 2004).... Laysan Ducks disappeared from the main Hawaiian Islands 800– 900 years ago after rats were introduced""",27,Rattus,Rodent species determined from literature review (Table SX),Anas laysanensis_Rattus rattus
Anas laysanensis,BirdLife International. 2018. Anas laysanensis. The IUCN Red List of Threatened Species 2018: e.T22680203A130697270. https://dx.doi.org/10.2305/IUCN.UK.2018-2.RLTS.T22680203A130697270.en. Accessed on 02 December 2023.,"VanderWerf, E. A. 2012. Hawaiian Bird Conservation Action Plan: NWHI Passerines. Honolulu, Hawaii http://large.stanford.edu/courses/2017/ph241/lewis1/docs/HBCAP_complete1.pdf",Population,Abundance,Timing,Rattus norvegicus,,,NA,NA,0,,0,NA,NA,NA,NA,Hawaii,19.898700000000002,-155.66589999999999,hawaiʻi,Hawaiian Islands,Pacific Ocean - North East,United States,"""Since the severe range contraction of the species from the main Hawaiian Islands after the introduction of rats"". Second REF: ""Fossil and subfossil evidence indicates that Laysan Ducks were widespread in the Hawaiian Islands prior to the arrival of rats (Rattus spp.) and occurred on Hawai‘i, Moloka‘i, O‘ahu, Maui, and Kaua‘i (USFWS 2004).... Laysan Ducks disappeared from the main Hawaiian Islands 800– 900 years ago after rats were introduced""",27,Rattus,Rodent species determined from literature review (Table SX),Anas laysanensis_Rattus norvegicus
Anas laysanensis,BirdLife International. 2018. Anas laysanensis. The IUCN Red List of Threatened Species 2018: e.T22680203A130697270. https://dx.doi.org/10.2305/IUCN.UK.2018-2.RLTS.T22680203A130697270.en. Accessed on 02 December 2023.,"VanderWerf, E. A. 2012. Hawaiian Bird Conservation Action Plan: NWHI Passerines. Honolulu, Hawaii http://large.stanford.edu/courses/2017/ph241/lewis1/docs/HBCAP_complete1.pdf",Population,Abundance,Timing,Rattus exulans,,,NA,NA,0,,0,NA,NA,NA,NA,Hawaii,19.898700000000002,-155.66589999999999,hawaiʻi,Hawaiian Islands,Pacific Ocean - North East,United States,"""Since the severe range contraction of the species from the main Hawaiian Islands after the introduction of rats"". Second REF: ""Fossil and subfossil evidence indicates that Laysan Ducks were widespread in the Hawaiian Islands prior to the arrival of rats (Rattus spp.) and occurred on Hawai‘i, Moloka‘i, O‘ahu, Maui, and Kaua‘i (USFWS 2004).... Laysan Ducks disappeared from the main Hawaiian Islands 800– 900 years ago after rats were introduced""",27,Rattus,Rodent species determined from literature review (Table SX),Anas laysanensis_Rattus exulans
Anas wyvilliana,"VanderWerf, E. A. 2012. Hawaiian Bird Conservation Action Plan: NWHI Passerines. Honolulu, Hawaii http://large.stanford.edu/courses/2017/ph241/lewis1/docs/HBCAP_complete1.pdf",NA,Predation,Predation,Predation,Rattus rattus,,,"Eggs, chicks",NA,1,,0,NA,NA,NA,NA,Hawaii,19.898700000000002,-155.66589999999999,hawaiʻi,Hawaiian Islands,Pacific Ocean - North East,United States,"""Predation by rats (Rattus spp.), Cattle Egrets (Bulbulcus ibis), Barn Owls (Tyto alba), and non-native fish has been documented on eggs or chicks (USFWS 2011).""",30,Rattus,Rodent species determined from literature review (Table SX),Anas wyvilliana_Rattus rattus
Anas wyvilliana,"VanderWerf, E. A. 2012. Hawaiian Bird Conservation Action Plan: NWHI Passerines. Honolulu, Hawaii http://large.stanford.edu/courses/2017/ph241/lewis1/docs/HBCAP_complete1.pdf",NA,Predation,Predation,Predation,Rattus norvegicus,,,"Eggs, chicks",NA,1,,0,NA,NA,NA,NA,Hawaii,19.898700000000002,-155.66589999999999,hawaiʻi,Hawaiian Islands,Pacific Ocean - North East,United States,"""Predation by rats (Rattus spp.), Cattle Egrets (Bulbulcus ibis), Barn Owls (Tyto alba), and non-native fish has been documented on eggs or chicks (USFWS 2011).""",30,Rattus,Rodent species determined from literature review (Table SX),Anas wyvilliana_Rattus norvegicus
Anas wyvilliana,"VanderWerf, E. A. 2012. Hawaiian Bird Conservation Action Plan: NWHI Passerines. Honolulu, Hawaii http://large.stanford.edu/courses/2017/ph241/lewis1/docs/HBCAP_complete1.pdf",NA,Predation,Predation,Predation,Rattus exulans,,,"Eggs, chicks",NA,1,,0,NA,NA,NA,NA,Hawaii,19.898700000000002,-155.66589999999999,hawaiʻi,Hawaiian Islands,Pacific Ocean - North East,United States,"""Predation by rats (Rattus spp.), Cattle Egrets (Bulbulcus ibis), Barn Owls (Tyto alba), and non-native fish has been documented on eggs or chicks (USFWS 2011).""",30,Rattus,Rodent species determined from literature review (Table SX),Anas wyvilliana_Rattus exulans
